Property_ID,MLS_Number,Listing_Date,Sale_Date,Street_Address,City,State,Zip_Code,Country,Latitude,Longitude,Property_Type,Bedrooms,Bathrooms,Lot_Size_SqFt,Living_Area_Reported,Year_Built,Year_Renovated,Garage_Spaces,Has_Pool,Has_Garden,Heating_Type,Cooling_Type,School_Rating,Crime_Rate_Index,Neighborhood_Quality_Score,Distance_To_City_Center_Reported,HOA_Fee_Monthly,Property_Tax_Annual,Days_On_Market,List_Price,Sale_Price,Price_Per_SqFt,Is_Foreclosure,Currency,Agent_Name,Agent_Phone,Agent_Email,Listing_Description,Buyer_Feedback
PROP-103865,MLS-103865,11/06/2026,,4709 Lee View,Boston ,ma,13920,United States,47.551063,-121.029224,HOUSE,5,3.9,6232.1,1291.0 sqft,1981.0,,2.0,False,N,Gas,,10.0,7.32,83.1,8.79 mi,$36.02,"2,824.91",30,"$225,184.63",,,No,USD,Ashley Rodriguez,506-442-3608,ashley.rodriguez1@outlook.com,"Fixer-upper House priced to sell, needs TLC but great bones.",Closing process took way longer than promised.
PROP-103524,MLS-103524,"May 07, 2025",,1591 Taylor Run,Dallas,TX,91609,U.S.A,31.479119,-107.991774,CONDOMINIUM,2,1.2,2644.2,1151.0 sqft,2025.0,,3.0,false,Yes,Gas,Evaporative,8.6,12.32,79.3,14.47 mi,87.26,"1,973.83",57,166264.92,,, No,USD,Julie Mccarthy,777.463.abcd,julie.mccarthy18@gmail.com,"Spacious Condo featuring 2 bedrooms and 1.2 bathrooms, close to downtown Dallas.",Neighborhood is quiet and safe for kids.
PROP-107469,MLS-107469,2025-05-21,2025-09-05,76263 Shannon Port Apt. 561,Miami,FL,44705, USA,28.693708,-91.527185,CONDOMINIUM,1,1.0,12434.1,1538.9 sqft,1977.0,,1.0,1,YES,Electric,,2.9,25.59,47.9,9.81 mi,374.82,"$7,841.83",0,"433,421.67",379837.42,246.82,Yes,USD,Philip Schwartz,(297) 948-8249,philip.schwartz12@realty.com,"Luxury Condo boasting modern finishes, 1 bedrooms, and a three-car garage.",Not worth the asking price tbh.
PROP-106928,MLS-106928,14-Aug-2023,,33103 Shannon Stream,Phoenix,Arizona,66043, USA,43.653088,-110.478753,TOWNHOUSE,6,5.9,6012.9,1434.4 sqft,1979.0,2004.0,1.0, No,N,,,,10.08,80.7,0.02 mi,$177.23,"$5,002.60",33,"$336,361.93",,,N,USD,Mr. Nicholas Harris,(212) 641-8925,mr..nicholas.harris53@yahoo.com,"Luxury Townhouse boasting modern finishes, 6 bedrooms, and a three-car garage.","Great location, close to schools and shops."
PROP-101657,MLS-101657,26.02.2026,24.06.2026,27245 Walker Valley Apt. 756,Nashville,TN,51553, USA,42.974288,-123.302686,CONDOMINIUM,2,1.6,4426.6,57.1 sqm,2016.0,2020.0,2.0,NO,false,Oil,,9.2,13.15,81.4,1.61 mi,$0.00,"$2,438.54",17,"$130,227.32",124735.23,203.05, No,USD,Jeffrey Glenn,(475) 749-1763,jeffrey.glenn59@realty.com,"Fixer-upper Condo priced to sell, needs TLC but great bonees.",
PROP-108419,MLS-108419,01.06.2024,2024-12-19,40836 Pearson Viaduct Suite 228, Dallas,TX,7500!,Usa,40.063651,-81.500725,HOUSE,3,2.5,1541.6,300.0 sqft,2025.0,,3.0,False,1,Gas,,7.0,44.23,59.1,1.44 km,$23.68,993.24,19,"$48,506.32",46629.91,155.43,false,USD,Amber Kelly,(287) 412-7913,amber.kelly33@realty.com,,Not worth the asking price tbh.
PROP-106825,MLS-106825,"March 19, 2025",28-Mar-2026,45126 Adams Neck,Columbus,oh,65867,Usa,38.070704,-76.473669,APARTMENT,1,1.7,8939.3,2236.9 sqft,1998.0,,2.0,N,1,Gas,,,4.82,72.7,0.86 km,$0.00,"$8,380.97",64,"$601,364.41",564986.16,252.58,yes ,USD,Roger King,CALL-ME-4522,roger.king50@yahoo.com,Charming 3-bed Apartment in the heart of Columbus. Recently updated kitchen and spacious backyard.,
PROP-106791,MLS-106791,19-Aug-2024,,7176 Clark Groves,Dallas ,TX,28466,Usa,31.999559,-99.739304,CONDOMINIUM,0,1.0,3242.0,1714.6 sqft,1983.0,,2.0,True,0,Solar,,7.1,2.99,73.3,2.78 km,0.00,8141.53,0,"$440,744.43",,,No,USD,Dakota Daniels,(438) 438-7627,dakota.daniels88realty.com,    ,
PROP-106350,MLS-106350,-,25-Apr-2026,7696 Fuentes Gardens Apt. 185,Raleigh,NC,71462,U.S.A,36.530302,-69.191608,HOUSE,3,1.9,4356.0,1481.0 sqft,1996.0,2005.0,2.0, No,false,Wood,Central AC,7.4,18.81,73.1,10.84 mi,38.65,"$3,873.34",51,"$379,441.74",383651.27,259.05, No,USD,Donald Mendez	,(999) 377-7871,donald.mendez45@realty.com,"Cozy House with great potential, located near top-rated schools in Raleigh.",
PROP-103909,MLS-103909,23.05.2024,,1581 Deanna Branch Suite 994,Austin,Texas,31831,U.S.A,47.819183,-110.218077,TOWNHOUSE,2,1.1,14039.3,2168.7 sqft,1957.0,,1.0,0,False,Coal,Window Unit,5.9,3.03,65.2,10.21 km,$0.00,"$8,116.58",8,"469,841.31",,, No,USD,Michael Jones,238-379-4428,michael.jones53@outlook.com,"Luxury Townhouse boasting modern finishes, 3 bedrooms, and a three-car garage.",
PROP-105576,MLS-105576,07/20/2025,13-Feb-2026,912 Bryan Roads Suite 533,  sacramento,California,92504,United States,32.717099,-91.612766,TOWNHOUSE,4,3.3,4842.0,2393.8 sqft,1940.0,,0.0,Y,YES,Electric,Ductless,5.2,9.9,77.3,10.37 km,$0.00,"$8,693.68",16,483864.44,481990.06,201.35,0,USD,Rachel Miller,359-305-7725,rachel.miller62gmail.com,,"House needed a lot of repairs, roof was leaking."
PROP-106206,MLS-106206,02/08/2024,17-Sep-2025,3143 Michael Locks Apt. 605,Austin,tx,64240, USA,36.11597,-96.898306,HOUSE,5,5.2,4936.5,1070.1 sqft,1982.0,,3.0,false,Y,Solar,Central AC,7.4,34.23,63.5,0.36 km,$36.44,"3,612.23",4,297822.31,276340.03,258.24,No,USD,Cody Wright,336-558-1386,cody.wright82@gmail.com,"Fixer-upper House priced to sell, needs TLC but great bones.",
PROP-108845,MLS-108845,05.05.2024,04/02/2025,80407 Tonya Square Apt. 695,Nashville,tennessee,82461,usa,45.640168,-90.648534,HOUSE,1,1.0,4256.3,2952.3 sqft,1957.0,,2.0,NO,0,Electric,,5.1,2.77,69.4,12.61 mi,$23.69,"18,196.09",48,"922,315.94",855607.46,289.81,false,USD,Damon Carpenter,(931) 364-1019,damon.carpenter35@gmail.com,"Spacious House featuring 1 bedrooms and 1.0 bathrooms, close to downtown Nashville.",
PROP-101167,MLS-101167,2023-10-21,14.04.2026,860 Kathleen Plain Apt. 179,Boston,  Massachusetts,62345,usa,35.424436,-93.144186,HOUSE,4,2.5,9970.0,2568.5 sqft,1971.0,,0.0,0,yes ,Oil,Ductless,4.2,10.8,64.9,17.51 km,0.00,"$12,830.81",22,"780,445.57",761038.33,296.3,0,USD,Douglas Lucero,(292) 893-1508,douglas.lucero_at_realty.com,,"Beautiful backyard, perfect for entertaining guests."
PROP-107501,MLS-107501,10/25/2023,"May 28, 2024",71595 Mccarthy Rest ,Seattle,WA,74510, USA,41.204432,-107.939492,VILLA,4,3.2,3015.8,2740.8 sqft,20.0,,0.0, No,YES,,,3.3,82.35,27.8,3.02 km,0.0,11537.8,20,"$579,613.16",582643.55,212.58,NO,USD,Mary Valencia,(736) 707-6411,mary.valencia75@outlook.com,,
PROP-102272,MLS-102272,"April 11, 2024",02/25/2025,39407 Karen Gateway,Na ashville,tennessee,25455,USA,44.317537,-76.587697,DUPLEX,1,1.0,5829.4,1397.8 sqft,1978.0,,1.0,N,1,Gas,Central AC,5.2,6.21,64.2,22.35 mi,$29.52,"$4,928.54",23,"345,161.22",346673.55,248.01,0,USD,,CALL-ME-3692,sandra.peterson22@outlook.com,"Luxury Duplex boasting modern finishes, 1 bedrooms, and a three-car garage.","gooood house, will recomend!!"
PROP-100410,MLS-100410,04/27/2026,"June 24, 2026",2088 Holland Hill Suite 492,Denver,CO,57560,usa,41.227403,-83.98046,APARTMENT,2,2.7,5362.2,1570.8 sqft,1971.0,,1.0,false,1,Electric,Central AC,5.1,23.99,57.9,10.21 km,$99.92,"$5,367.68",19,290011.79,294950.54,187.77,NO,USD,Barbara Johnson,708-697-7418,barbara.johnson67@realty.com,,"gooood house, will recomend!!"
PROP-105854,MLS-105854,07/12/2024,,44380 Jones Islands Suite 277	,Raleigh,NC,60930, USA,42.321412,-73.027852,HOUSE,4,4.6,3841.8,2157.4 sqft,1990.0,,2.0, No,True,Electric,,5.3,12.08,66.6,9.41 km,$45.29,4651.24,35,"$473,418.56",,,N,USD,Keith Lopez,550-532-8955,keith.lopez85@gmail.com,"Spacious Hse featuring 4 bedrooms and 4.6 bathrooms, close to downtown Raleigh.",
PROP-102847,MLS-102847,05.02.2026,"May 13, 2026",12821 Laura Falls Suite 421,Ràleigh,North Carolina,55852,Usa,33.882957,-71.448578,HOUSE,2,2.0,4772.9,2591.8 sqft,1950.0,,2.0,true,true,Oil,,5.5,3.81,69.6,3.19 km,$33.30,"$4,745.19",29,536924.89,496570.67,191.59,No,USD,Rachel Hendricks ,697.768.abcd,rachel.hendricks60@yahoo.com,"Spacious House featuring 2 bedrooms and 2.0 bathrooms, close to downtown Raleigh.",
PROP-103958,MLS-103958,05.12.2023,,1889 Sarah Street Suite 013	,Nashville,TN,56136,United States,42.929574,,HOUSE,2,1.9,7923.8,1815.1 sqft,1955.0,,3.0,false,1,Electric,,8.9,12.43,75.7,6.66 km,$21.97,"7,347.18",26,"376,756.83",,,false,USD,Chase Lang,263-700-9796,chase.lang87@yahoo.com,"Cozy Hse with great potential, located near top-rated schools in Nashville.","Beautiful backyard, perfect for entertaining guests."
PROP-105302,MLS-105302,"October 09, 2023",,3605 Duncan Grove,Nashville ,Tennessee,91165,usa,,-80.784415,TOWNHOUSE,4,2.9,3113.8,1427.6 sqft,1978.0,,3.0,0,Y,Gas,Ductless,6.7,17.43,69.4,2.08 mi,$85.73,"5,972.66",64,"$348,581.04",,,NO,USD,Robin White DVM,830-489-8203,robin.white.dvm4@realty.com,"Cozy Town house with great potential, located near top-rated schools in Nashville .",
PROP-103594,MLS-103594,"February 26, 2024",,1865 Michael Corner Apt. 141,charlotte	,North Carolina,19413,U.S.A,43.648935,-70.063174,HOUSE,3,1.8,2756.0,1999.4 sqft,1981.0,,4.0, No,yes ,Electric,,8.7,24.67,68.3,2.78 mi,Unknown,"3,576.08",2,"$286,118.66",,,N,USD,Charles Jones,(423) 595-3947,charles.jones47@realty.com,Charming 3-bed  House in the heart of charlotte. Recently updated kitchen and spacious backyard.,"gooood house, will recomend!!"
PROP-107019,MLS-107019,15.11.2023,"June 18, 2026",9233 Nguyen Island Apt. 815,Nashville,Tennessee,58591, USA,39.121731,-72.360863,HOUSE,5,4.9,7964.0,2581.8 sqft,2025.0,,1.0,True, No,Oil,Ductless,7.9,11.06,85.9,26.09 km,$9.93,4997.73,9,"463,419.23",470742.65,182.33,0,USD,Savannah Lewis,259-427-7297,savannah.lewis96@yahoo.com,"Cozy Hse with great potential, located near top-rated schools in Nashville.",Loved the open floor plan and natural light!!
PROP-107401,MLS-107401,30-Oct-2024,,64194 Beth Station Suite 362,Raleigh,nc ,57469,USA,,-98.999672,APARTMENT,2,1.1,9361.5,2238.5 sqft,2004.0,,3.0,false,false,Electric,Ductless,9.7,14.48,75.4,4.73 km,269.58,"$8,427.00",6,"$604,320.26",,,0,USD,Alexis Spencer,(567) 983-4271,alexis.spencer22gmail.com,Charming 2-bed Apartment in the heart of Raleigh. Recently updated kitchen and spacious backyard.,
PROP-105915,MLS-105915,26.03.2025,"November 20, 2025",0558 Kevin Motorway,Dallas,Texas,30287, USA,32.434226,-106.791424,CONDOMINIUM,1,1.0,6288.1,1771.2 sqft,1943.0,,4.0,0, No,Gas,Central AC,4.9,16.05,62.3,3.1 km,126.31,"$3,284.69",85,"353,754.31",346150.64,195.43,No,USD,Traci Smith,246.933.abcd,traci.smith5@yahoo.com,"Cozy Condominium with great potential, located near top-rated schools in Dallas.",Not worth the asking price tbh.
PROP-103959,MLS-103959,2024-11-04,26-Feb-2025,77594 Kenneth Oval,Seattle,washington,58748,Usa,47.44111,-92.6271,TOWNHOUSE,2,1.9,9509.2,1595.0 sqft,1955.0,,2.0,false,1,Gas,,6.3,20.05,70.0,1.32 km,150.87,"$3,998.29",54,245402.08,222939.43,139.77,NO,USD,Kevin Gutierrez,(768) 441-9377,kevin.gutierrez29@yahoo.com,"Fixer-upper townhouse priced to sell, needs TLC but great bones.","gooood house, will recomend!!"
PROP-101311,MLS-101311,03/07/2024,12.11.2024,380 Tran Estates,Miami,FL,14147, USA,36.829374,-67.413177,APARTMENT,2,1.5,5219.6,1271.2 sqft,1985.0,,2.0,False, No,Gas,,6.8,14.58,80.3,3.92 km,132.41,3901.16,109,"$238,216.66",239124.81,188.11,No,USD,April Welch,(276) 677-2981,april.welch84@yahoo.com,"Cozy apartment with great potential, located near top-rated schools in Miami.",
PROP-105907,MLS-105907,27-Nov-2025,12/02/2025,031 Andrea Branch,Cha arlotte,North Carolina,67950,usa,41.076885,-123.602987,APARTMENT,1,1.0,3648.7,1651.8 sqft,2007.0,2037.0,1.0,1,yes ,Electric,,5.6,33.91,51.3,7.67 km,249.53,"$3,028.17",11,"$216,723.21",226141.65,136.91,No,USD,Cynthia Gutierrez,(481) 231-2690,cynthia.gutierrez36@outlook.com,"Cozy Apartment with great potential, located near top-rated schools in Cha arlotte.",
PROP-101993,MLS-101993,"June 28, 2024",,36999 Anderson Plàzà,Orlando,Floridà,72780,U.S.A,30.749878,-118.194085,CONDOMINIUM,1,1.1,3785.3,121.3 sqm,1940.0,,2.0,false,Yes,Gas,Evaporative,,12.31,73.4,3.38 km,109.25,"$3,881.10",105,"$228,333.18",,,false,USD,Craig Dawson,(599) 201-6412,craig.dawson57@gmail.com,"Cozy Condo with great potential, located near top-rated schools in Orlando.",
PROP-106085,MLS-106085,2026-05-17,03.07.2026,34499 Jessica Lakes Suite 017,Nashville,Tennessee,29306,Usa,29.183926,-85.169947,APARTMENT,4,3.3,14401.7,1072.9 sqft,2025.0,,2.0,0,true,Electric,,10.0,5.91,89.4,1.3 mi,$183.08,"$1,725.65",62,145041.67,136716.02,127.43,false,USD,Alec Howell,(720) 965-1684,alec.howell79@gmail.com,"Fixer-upper Apartment priced to sell, needs TLC but great bones.",Loved the open floor plan and natural light!!
PROP-109327,MLS-109327,10/30/2024,"August 22, 2025",  81069 Brown Springs,Seattle,WA,15589,US,36.704053,-109.1142,HOUSE,1,1.6,18204.9,1548.3 sqft,1985.0,,2.0,No,yes ,Electric,,6.0,4.97,82.7,3.8 mi,$12.96,"$7,937.30",158,"$385,914.33",381772.42,246.58,false,USD,Elaine Rowe,(587) 593-3452,elaine.rowe10@yahoo.com,"Cozy Hse with great potential, located near top-rated schools in Seattle.","House needed a lot of repairs, roof was leaking."
PROP-104529,MLS-104529,09-Jun-2026,2026-07-11,02394 Kyle Curve,Chicago,IL,43350,Usa,25.74409,,TOWNHOUSE,2,1.4,3555.1,990.1 sqft,1963.0,,2.0,NO,0,Gas,Evaporative,5.9,3.49,71.9,0.18 km,136.16,"3,471.47",5,"220,185.93",209433.89,211.53,No,USD,Cheyenne Alexander,435-611-8593,cheyenne.alexander37@outlook.com,"Spacious TOWNHOUSE featuring 2 bedrooms and 1.4 bathrooms, close to downtown Chicago.",Agent was very responsive and helpful throughout.
PROP-105789,MLS-105789,2023-08-20,18-Nov-2025,  4550 Debra Streets Apt. 347,Boston,MA,43026,usa,25.024717,-89.702258,HOUSE,1,1.0,3384.2,1773.3 sqft,2006.0,,3.0,Yes,YES,Electric,,,9.32,58.5,1.14 km,$42.25,"3,349.70",10,357237.31,340065.79,191.77,No,USD,  Julie Alvarado,(224) 352-2704,julie.alvarado60outlook.com,"Spacious HOUSE featuring 1 bedrooms and 1.0 bathrooms, close to downtown Boston.","Great location, close to schools and shops."
PROP-102438,MLS-102438,06/05/2024,04.12.2024,1291 Tiffany Lodge,Nashville ,Tennessee,40783,United States,47.235413,,CONDOMINIUM,0,1.0,3488.2,2378.5 sqft,1987.0,,1.0,Yes,yes ,Electric,Evaporative,8.6,9.77,83.2,11.0 mi,296.23,"7,624.80",42,627519.04,604582.69,254.19,False,USD,Catherine Garrett,(566) 878-5928,catherine.garrett_at_realty.com,Charmiing 0-bed CONDO in the heart of Nashville . Recently updated kitchen and spacious backyard.,
PROP-103691,MLS-103691,10.10.2024,,09997 Lane Creek Apt. 715,Orlando,Florida,28023, USA,38.569163,-94.645915,HOUSE,4,2.7,3055.8,1424.0 sqft,2099.0,2032.0,2.0, No,yes ,Electric,,,33.13,64.7,5.74 km,$35.07,"$2,720.46",40,"$290,817.64",,,No,USD,Brenda Dalton,(385) 308-3283,brenda.dalton_at_outlook.com,"Cozy Hse with great potential, located near top-rated schools in Orlando.",Not worth the asking price tbh.
PROP-108856,MLS-108856,"July 28, 2023",08/29/2025,55926 Leslie Court	,portland,Oregon,31549,U.S.A,31.911759,-111.555254,CONDOMINIUM,6,6.8,4998.3,2608.3 sqft,2025.0,,2.0,YES,YES,Coal,,8.9,10.97,79.2,9.69 km,$219.41,"7,610.81",5,"$502,318.00",498058.25,190.95,false,USD,Robert Bullock,CALL-ME-5321,robert.bullock_at_realty.com,"Luxury Condo boasting modern finishes, 6 bedrooms, and a three-car garage.","Beautiful backyard, perfect for entertaining guests."
PROP-108371,MLS-108371,"March 06, 2024",2025-03-28,7037 Clark Mill,Miami,fl,67136,US,43.63399,-117.031976,TOWNHOUSE,4,4.8,8822.6,1657.6 sqft,1964.0,,2.0,Yes,True,Oil,Ductless,4.4,22.41,60.2,7.59 mi,0.00,"$2,820.17",22,"$235,996.41",239527.3,144.5,No,USD,Ashley Martin,(337) 836-4827,ashley.martin46@realty.com,"Cozy Town-house with great potential, located near top-rated schools in Miami.","Beautiful backyard, perfect for entertaining guests."
PROP-103938,MLS-103938,21.03.2024,20-Nov-2024,481 Strong Points Apt. 687,portland,Oregon,18566, USA,27.129089,-71.273937,HOUSE,2,1.5,5251.7,2140.2 sqft,1954.0,,4.0,No,N,,Window Unit,7.4,6.66,86.0,0.25 km,$32.89,8301.84,72,"$412,694.02",408255.65,190.76, No,USD,Mike Doyle,(921) 515-3704,mike.doyle47@gmail.com,Charming 2-bed House in the heart of portland. Recently updated kitchen and spacious backyard.,
PROP-107947,MLS-107947,24-Feb-2025,11/03/2026,3278 Gregory Court Suite 904,Raleigh,NC,57982, USA,47.696281,-110.376912,HOUSE,3,2.2,6951.0,162.5 sqm,1965.0,1967.0,4.0,0,1,,,7.7,21.12,76.0,17.25 mi,$0.00,TBD,5,"$323,900.69",303141.43,173.36,NO,USD,David Jackson,(603) 640-3683,david.jackson80@outlook.com,"Cozy House with great potential, located near top-rated schools in Raleigh.",Neighborhood is quiet and safe for kids.
PROP-109011,MLS-109011,"April 23, 2026",,6489 Cook Passage Apt. 789,Pheonix,Arizona,12985,US,37.518231,-117.468621,CONDOMINIUM,2,1.1,7009.7,1861.2 sqft,2005.0,,2.0,true,1,Gas,,3.5,59.1,39.7,2.51 km,$266.51,"$4,041.95",150,"$347,972.28",,,0,USD,Samantha Robinson,(309) 557-2924,samantha.robinson4@yahoo.com,"Cozy Condo with great potential, located near top-rated schools in Pheonix.",
PROP-100279,MLS-100279,27.08.2025,05/05/2026,063 Ortiz Coves,Columbus,OH	,65343,US,48.198178,-98.223739,APARTMENT,4,2.4,4762.8,2082.4 sqft,1990.0,,2.0,1,0,Oil,,9.0,21.54,70.7,1.23 km,$215.41,6494.99,29,"$492,584.65",482824.32,231.86,NO,USD,Jennifer Lopez,817-838-4498,jennifer.lopez16@realty.com,"Luxury Apt. boasting modern finishes, 4 bedrooms, andd a three-car garage.",Agent was very responsive and helpful throughout.
PROP-102666,MLS-102666,05-Jan-2024,29/11/2025,9474 Johnson Circle Suite 173,Cha arlotte,North Carolina,80994,USA,48.920071,-99.281822,TOWNHOUSE,2,1.3,7209.9,981.1 sqft,1986.0,,1.0,0,YES,Gas,,6.0,5.76,72.8,3.56 km,$70.64,"5,132.76",43,"$257,056.31",253670.3,258.56,No,USD,Jennifer Townsend ,(703) 370-9107,jennifer.townsend43@gmail.com,"Luxury townhouse boasting modern finishes, 2 bedrooms, and a three-car garage.",
PROP-106761,MLS-106761,01-Oct-2025,13.02.2026,56266 Castillo Place Apt. 657,Chica ago,IL,59680,U.S.A,37.248505,-98.429039,TOWNHOUSE,2,1.0,7992.8,1882.9 sqft,1954.0,,2.0,N,True,,Window Unit,9.1,11.28,86.5,2.82 km,$196.23,"$10,080.41",55,"507,083.98",483672.88,256.88, No,USD,Mariah Riggs,785.210.abcd,mariah.riggs49@gmail.com,"Fixer-upper townhouse priced to sell, needs TLC but great bones.",Neighborhood is quiet and safe for kids.
PROP-107566,MLS-107566,"May 26, 2024",03-Nov-2025,7653 Kristin Fork,Dallas	,texas,29501, USA,,-122.347652,HOUSE,1,1.0,11786.4,2078.0 sqft,1950.0,,4.0,N,Y,Gas,,9.1,12.4,75.3,5.68 km,$30.72,"$4,029.28",29,"$427,470.86",439125.06,211.32,No,USD,Tara Mejia,(279) 598-4782,tara.mejia37@gmail.com,"Cozy Hous3 with gr3at pot3ntial, locat3d n3ar top-rat3d schools in Dallas.","Great location, close to schools and shops."
PROP-103874,MLS-103874,2025-08-30,17/04/2026,21200 Smith Drive,Charlotte,NC ,78253,USA,40.877347,-84.966538,CONDOMINIUM,3,2.5,3746.2,2304.5 sqft,2006.0,2017.0,4.0,N,1,Gas,,,29.89,61.0,4.39 mi,122.60,"$8,516.38",58,410826.43,432635.63,187.74,No,USD,Stephen Hobbs,934-576-2916,stephen.hobbs1@gmail.com,,
PROP-109469,MLS-109469,04-Jul-2026,07/11/2026,301 Chandler Crest,Austtin,TX	,96653, USA,30.696451,-115.29874,CONDOMINIUM,3,1.9,4997.0,2306.1 sqft,1977.0,,2.0,True,Y,Electric,,8.7,3.04,88.9,2.1 km,$243.18,13686.97,61,"$702,212.49",675597.37,292.96,NO,USD,Lonnie Gomez,CALL-ME-6375,lonnie.gomez3@yahoo.com,"Cozy CONDO with great potential, located near top-rated schools in Austtin.",Neighborhood is quiet and safe for kids.
PROP-105098,MLS-105098,29.01.2024,"May 01, 2025",2077 Conley Loaf Apt. 256,Denver,CO,14121,usa,32.722968,-119.832752,HOUSE,4,3.0,8939.2,1430.1 sqft,1979.0,,0.0,False,true,Geothermal,Evaporative,7.6,22.65,61.1,0.18 mi,$10.26,2985.23,26,"$274,348.48",256442.83,179.32,0,USD,Joseph Glenn,(627) 247-7939,joseph.glenn_at_realty.com,"SSpacious  House featuring 4 bedrooms and 3.0 bathrooms, close to downtown Denver.",
PROP-104734,MLS-104734,"October 19, 2024",,90742 Henderson Fords Apt. 228,Columbus,Ohio,50583, USA,31.405659,-99.197452,HOUSE,2,1.2,2087.8,300.0 sqft,1978.0,,1.0,YES,Y,Electric,,,4.02,58.8,4.63 km,$41.17,$821.06,20,69621.07,67675.36,225.58,0,USD,Leslie Brennan,(787) 491-3317,leslie.brennan96gmail.com,"Cozy House with great potential, located near top-rated schools in Columbus.",Not worth the asking price tbh.
PROP-106932,MLS-106932,2024-02-10,"April 01, 2025",61051 Davis Flat Suite 907,Nashville,TN	,74853,usa,26.161162,-89.06335,TOWNHOUSE,1,1.0,2208.4,1596.2 sqft,2013.0,2025.0,1.0,False,YES,Electric,Central AC,,0.74,74.8,0.3 mi,98.14,"3,258.31",54,"164,431.33",167217.12,104.76, No,USD,Danielle Hebert,(329) 330-4985,danielle.hebert91@outlook.com,"Fixer-upper townhouse priced to sell, needs TLC but great bones.",
PROP-103248,MLS-103248,05/24/2024,09/05/2025,434 Kenneth Cove,Seattle,Washington,81384,usa,44.630242,-117.781434,VILLA,3,2.4,14036.2,1613.5 sqft,1982.0,,0.0, No,YES,,,7.8,15.82,72.3,14.38 km,$32.01,"$5,596.63",113,"$348,648.45",333838.32,206.9,No,USD,Hannah Garcia,(614) 689-7364,hannah.garcia22@realty.com,"Fixer-upper VILLA priced to sell, needs TLC but great bones.",Traffic noise was worse than expected.
PROP-108320,MLS-108320,16-Aug-2023,2026-06-19,002 Victor Roads,Columbus,oh,96265,U.S.A,30.099191,-120.765593,HOUSE,1,1.0,8673.4,2722.5 sqft,1969.0,,1.0,No,No,Oil,,7.6,37.12,57.1,8.28 mi,43.71,"7,144.79",8,608650.72,621650.84,228.34,NO,USD,Richard Graham,389-716-8757,richard.graham35@yahoo.com,,
PROP-103665,MLS-103665,04.10.2024,05.02.2025,3386 Hicks Isle,dallas,TX,39207,US,32.897371,-82.779407,APARTMENT,5,4.5,2759.9,2081.4 sqft,1966.0,,1.0,False,Y,Gas,,6.5,18.5,61.5,6.9 km,$193.36,"$6,267.44",50,425992.94,401390.84,192.85, No,USD,Manuel Bailey ,(811) 249-5885,manuel.bailey12outlook.com,"Spacious Apartment featuring 5 bedrooms and 4.5 bathrooms, close to downtown dallas.",Traffic noise was worse than expected.
PROP-100003,MLS-100003,10/02/2026,05/04/2026,  801 Gabriel Oval,Orla ando	,FL,93227,USA,43.503212,-95.853651,HOUSE,3,2.2,3090.8,1022.5 sqft,2002.0,2015.0,1.0,No,False,Geothermal,Ductless,9.2,32.73,65.3,5.92 km,43.07,"2,718.28",43,"$203,706.02",194363.03,190.09,No,USD,Thomas Ramos,765-381-3725,thomas.ramos90gmail.com,"Spacious Hse featuring 3 bedrooms and 2.2 bathrooms, close to downtown Orla ando.",
PROP-106946,MLS-106946,29.01.2026,03/29/2026,08606 Bullock Squàre, Austin,Texas,67701,usa,41.685342,-117.770715,HOUSE,3,3.5,3807.1,2625.1 sqft,1990.0,,2.0,No,No,Electric,Ductless,6.2,38.21,57.5,1.72 mi,5.48,2674.01,16,"$278,354.37",274162.57,104.44,N,USD,Samantha Roberts,(847) 939-2477,samantha.roberts13@gmail.com,"Luxury House boasting modern finishes, 3 bedrooms, and a three-car garage.",Not worth the asking price tbh.
PROP-104958,MLS-104958,15-Jun-2025,,94689 Joe Orchard,dallas,TX,59677,US,32.17381,-119.075989,HOUSE,3,3.8,4415.4,1992.7 sqft,2002.0,2015.0,0.0,false, No,Oil,,6.0,2.21,78.1,3.77 km,27.16,"$6,641.48",35,"$358,708.14",,, No,USD,Todd Brown,(965) 236-8186,todd.brown39@gmail.com,"Spacious Hous3 f3aturing 3 b3ddrooms and 3.8 bathrooms, clos3 to downtown dallas.",Traffic noise was worse than expected.
PROP-106022,MLS-106022,2026-03-17,08/04/2026,845 Anthony Branch Suite 998,Austi n,  Texas,35303,Usa,38.897345,-83.602979,HOUSE,2,1.4,7502.3,2535.6 sqft,1994.0,,0.0,No, No,Gas,Window Unit,10.0,6.64,84.0,5.28 mi,$13.53,"10,116.42",2,"$467,117.76",16739527.234551946,195.92,N,USD,William Wolf,812-872-1726,william.wolf11@gmail.com,"Spacious House featuring 2 bedrooms and 1.4 bathrooms, close to downtown Austi n.",
PROP-109288,MLS-109288,27-Mar-2025,,8598 Kevin Parkway Apt. 148	,chicago,Illinois,11447, USA,46.496792,-106.181073,HOUSE,3,3.1,3153.9,2262.9 sqft,1992.0,2016.0,3.0,False,Yes,Electric,,5.2,43.0,36.0,14.8 km,25.55,"3,902.30",3,"$461,600.13",,,false,USD,Michael Smith	,(916) 890-7692,michael.smith57@gmail.com,"Luxury HOUSE boasting modern finishes, 3 bedrooms, and a three-car gaarage.","gooood house, will recomend!!"
